Huurobject;Mutatiegraad
HO 3000/998/2;0,143
HO 3000/998/20;0
HO 3000/998/21;0,071
HO 3000/998/22;0,071
HO 3000/998/23;0,071
HO 3000/998/24;0,143
HO 3000/998/25;0,071
HO 3000/998/26;0,071
HO 3000/998/27;0
HO 3000/998/28;0,071
HO 3000/998/29;0
HO 3000/998/3;0,071
HO 3000/998/30;0,071
HO 3000/998/31;0
HO 3000/998/32;0
HO 3000/998/33;0
HO 3000/998/34;0,071
HO 3000/998/4;0
HO 3000/998/5;0,071
HO 3000/998/6;0,071
HO 3000/998/7;0
HO 3000/998/8;0,071
HO 3000/998/9;0
HO 3000/1068/61;0
HO 3000/1161/1;0
HO 3000/1161/3;0
HO 3000/1161/5;0
HO 3000/1196/2;0,154
HO 3000/1196/3;0,154
HO 3000/1196/4;0,154
HO 3000/1196/5;0,154
HO 3000/1196/6;0,154
HO 3000/1196/7;0,154
HO 3000/1196/8;0,154
HO 3000/12/2;0,077
HO 3000/12/3;0,077
HO 3000/12/4;0,077
HO 3000/12/5;0,077
HO 3000/12/6;0,077
HO 3000/12/7;0,077
HO 3000/12/8;0,077
HO 3000/12/9;0,077
HO 3000/1246/3;0,154
HO 3000/1246/4;0,231
HO 3000/1246/5;0,308
HO 3000/1246/6;0,077
HO 3000/1246/7;0,077
HO 3000/1246/8;0,077
HO 3000/1246/9;0,231
HO 3000/1248/10;0,077
HO 3000/1248/11;0,077
HO 3000/1248/12;0,077
HO 3000/1248/13;0,077
HO 3000/1248/14;0,077
HO 3000/1248/15;0,077
HO 3000/1248/16;0,077
HO 3000/1248/2;0,077
HO 3000/1248/3;0,077
HO 3000/1248/4;0,077
HO 3000/1248/5;0,077
HO 3000/1248/6;0,077
HO 3000/1248/7;0,077
HO 3000/1248/8;0,077
HO 3000/1248/9;0,077
HO 3000/1254/1;0,077
HO 3000/1254/10;0
HO 3000/1254/11;0
HO 3000/1254/12;0,154
HO 3000/1254/13;0
HO 3000/1254/14;0,077
HO 3000/1254/15;0
HO 3000/1254/16;0,077
HO 3000/1254/17;0
HO 3000/1254/19;0,077
HO 3000/1254/2;0
HO 3000/1254/21;0,077
HO 3000/1254/25;0
HO 3000/1254/28;0,077
HO 3000/1254/29;0
HO 3000/1254/3;0,077
HO 3000/1254/30;0,077
HO 3000/1254/31;0
HO 3000/1254/32;0,077
HO 3000/1254/33;0
HO 3000/1254/34;0
HO 3000/1254/36;0,154
HO 3000/1254/4;0,077
HO 3000/1254/5;0,077
HO 3000/1254/6;0,077
HO 3000/1254/7;0,077
HO 3000/1254/8;0,077
HO 3000/1254/9;0
HO 3000/1255/1;0
HO 3000/1255/10;0
HO 3000/1255/11;0
HO 3000/1255/12;0
HO 3000/1255/13;0
HO 3000/1255/14;0
HO 3000/1255/15;0
HO 3000/1255/16;0
HO 3000/1255/17;0
HO 3000/1255/18;0
HO 3000/1255/19;0
HO 3000/1255/2;0
HO 3000/1255/20;0
HO 3000/1255/21;0
HO 3000/1255/22;0
HO 3000/1255/23;0
HO 3000/1255/24;0
HO 3000/1255/25;0
HO 3000/1255/26;0
HO 3000/1255/27;0
HO 3000/1255/3;0
HO 3000/1255/4;0
HO 3000/1255/5;0
HO 3000/1255/6;0
HO 3000/1255/7;0
HO 3000/1255/8;0
HO 3000/1255/9;0
HO 3000/1258/1;0
HO 3000/1258/10;0,077
HO 3000/1258/11;0,077
HO 3000/1258/12;0
HO 3000/1258/13;0,077
HO 3000/1258/14;0,077
HO 3000/1258/15;0,154
HO 3000/1258/16;0,077
HO 3000/1258/17;0,077
HO 3000/1258/18;0
HO 3000/1258/19;0
HO 3000/1258/2;0,154
HO 3000/1258/20;0,231
HO 3000/1258/21;0,077
HO 3000/1258/3;0,154
HO 3000/1258/4;0,077
HO 3000/1258/5;0,077
HO 3000/1258/6;0
HO 3000/1258/7;0
HO 3000/1258/8;0,077
HO 3000/1258/9;0
HO 3000/1259/1;0
HO 3000/1259/10;0
HO 3000/1259/11;0,154
HO 3000/1259/2;0,154
HO 3000/1259/3;0
HO 3000/1259/4;0,231
HO 3000/1259/5;0
HO 3000/1259/6;0
HO 3000/1259/7;0,077
HO 3000/1259/8;0,077
HO 3000/1259/9;0,077
HO 3000/1260/1;0
HO 3000/1260/10;0,154
HO 3000/1260/11;0,154
HO 3000/1260/12;0,077
HO 3000/1260/13;0,077
HO 3000/1260/14;0,231
HO 3000/1260/16;0,154
HO 3000/1260/2;0
HO 3000/1260/20;0,154
HO 3000/1260/21;0
HO 3000/1260/27;0
HO 3000/1260/31;0,077
HO 3000/1260/32;0
HO 3000/1260/33;0
HO 3000/1260/4;0,231
HO 3000/1260/5;0,077
HO 3000/1260/6;0
HO 3000/1260/7;0,077
HO 3000/1260/8;0
HO 3000/1260/9;0,154
HO 3000/1261/1;0
HO 3000/1261/2;0
HO 3000/1261/3;0
HO 3000/1261/4;0
HO 3000/1261/5;0
HO 3000/1262/1;0,077
HO 3000/1262/10;0,231
HO 3000/1262/11;0,154
HO 3000/1262/12;0,077
HO 3000/1262/13;0,077
HO 3000/1262/14;0,154
HO 3000/1262/15;0,077
HO 3000/1262/16;0,154
HO 3000/1262/17;0,077
HO 3000/1262/18;0,077
HO 3000/1262/19;0,154
HO 3000/1262/2;0,154
HO 3000/1262/20;0,077
HO 3000/1262/21;0,154
HO 3000/1262/22;0,154
HO 3000/1262/23;0,077
HO 3000/1262/24;0,154
HO 3000/1262/25;0,154
HO 3000/1262/26;0,077
HO 3000/1262/27;0,077
HO 3000/1262/28;0,154
HO 3000/1262/29;0,077
HO 3000/1262/3;0,308
HO 3000/1262/30;0,154
HO 3000/1262/4;0,077
HO 3000/1262/5;0,154
HO 3000/1262/6;0,231
HO 3000/1262/7;0,308
HO 3000/1262/8;0,231
HO 3000/1262/9;0,077
HO 3000/1263/1;0,154
HO 3000/1263/10;0,231
HO 3000/1263/11;0,077
HO 3000/1263/12;0,077
HO 3000/1263/13;0,231
HO 3000/1263/14;0,077
HO 3000/1263/15;0,154
HO 3000/1263/16;0
HO 3000/1263/17;0,308
HO 3000/1263/18;0,077
HO 3000/1263/19;0
HO 3000/1263/2;0,154
HO 3000/1263/20;0,154
HO 3000/1263/21;0,077
HO 3000/1263/22;0,154
HO 3000/1263/23;0
HO 3000/1263/24;0,077
HO 3000/1263/25;0,077
HO 3000/1263/26;0,154
HO 3000/1263/27;0,077
HO 3000/1263/28;0,308
HO 3000/1263/29;0,077
HO 3000/1263/3;0,077
HO 3000/1263/30;0,154
HO 3000/1263/31;0,154
HO 3000/1263/32;0,154
HO 3000/1263/33;0,077
HO 3000/1263/34;0
HO 3000/1263/35;0,154
HO 3000/1263/36;0,154
HO 3000/1263/37;0,077
HO 3000/1263/38;0,231
HO 3000/1263/39;0,231
HO 3000/1263/4;0
HO 3000/1263/40;0
HO 3000/1263/41;0
HO 3000/1263/42;0,154
HO 3000/1263/43;0,077
HO 3000/1263/44;0,077
HO 3000/1263/45;0,231
HO 3000/1263/46;0,077
HO 3000/1263/47;0,154
HO 3000/1263/48;0,154
HO 3000/1263/49;0,077
HO 3000/1263/5;0,077
HO 3000/1263/50;0,154
HO 3000/1263/51;0
HO 3000/1263/52;0,077
HO 3000/1263/53;0,154
HO 3000/1263/54;0,231
HO 3000/1263/55;0,077
HO 3000/1263/56;0,077
HO 3000/1263/57;0,077
HO 3000/1263/58;0
HO 3000/1263/59;0,077
HO 3000/1263/6;0,154
HO 3000/1263/60;0,077
HO 3000/1263/7;0,077
HO 3000/1263/8;0
HO 3000/1263/9;0,077
HO 3000/13/10;0,077
HO 3000/13/2;0,077
HO 3000/13/3;0,077
HO 3000/13/4;0,077
HO 3000/13/5;0,077
HO 3000/13/7;0,077
HO 3000/13/8;0,077
HO 3000/13/9;0,077
HO 3000/19/10;0
HO 3000/19/2;0
HO 3000/19/3;0
HO 3000/19/4;0
HO 3000/19/5;0
HO 3000/19/6;0
HO 3000/19/7;0
HO 3000/19/8;0
HO 3000/19/9;0
HO 3000/2018/10;0,154
HO 3000/2018/12;0,308
HO 3000/2018/13;0
HO 3000/2018/14;0,308
HO 3000/2018/15;0,231
HO 3000/2018/16;0
HO 3000/2018/17;0,077
HO 3000/2018/18;0,077
HO 3000/2018/19;0
HO 3000/2018/20;0,231
HO 3000/2018/21;0,077
HO 3000/2018/22;0,077
HO 3000/2018/23;0,231
HO 3000/2018/25;0,231
HO 3000/2018/26;0,077
HO 3000/2018/27;0
HO 3000/2018/28;0,308
HO 3000/2018/29;0
HO 3000/2018/3;0
HO 3000/2018/30;0
HO 3000/2018/31;0
HO 3000/2018/32;0,077
HO 3000/2018/37;0
HO 3000/2018/38;0
HO 3000/2018/4;0,077
HO 3000/2018/41;0,154
HO 3000/2018/45;0,231
HO 3000/2018/46;0,154
HO 3000/2018/5;0,154
HO 3000/2018/51;0,077
HO 3000/2018/52;0,077
HO 3000/2018/55;0,077
HO 3000/2018/57;0
HO 3000/2018/6;0,077
HO 3000/2018/7;0,231
HO 3000/2018/8;0
HO 3000/2018/9;0
HO 3000/546/42;0
HO 3000/546/43;0,154
HO 3000/658/4;0,154
HO 3000/658/5;0
HO 3000/658/6;0
HO 3000/992/3;0
HO 3000/1217/1;0
HO 3000/1217/11;0
HO 3000/1217/3;0
HO 3000/1217/5;0
HO 3000/1217/7;0,083
HO 3000/1217/9;0
HO 3000/1265/1;0,167
HO 3000/1265/10;0,083
HO 3000/1265/11;0,167
HO 3000/1265/12;0,167
HO 3000/1265/13;0,083
HO 3000/1265/14;0,167
HO 3000/1265/15;0,083
HO 3000/1265/16;0,083
HO 3000/1265/17;0,083
HO 3000/1265/18;0,083
HO 3000/1265/19;0,25
HO 3000/1265/2;0,167
HO 3000/1265/22;0
HO 3000/1265/23;0,083
HO 3000/1265/24;0
HO 3000/1265/25;0,083
HO 3000/1265/26;0
HO 3000/1265/27;0
HO 3000/1265/28;0,083
HO 3000/1265/29;0,167
HO 3000/1265/3;0
HO 3000/1265/30;0,083
HO 3000/1265/31;0,083
HO 3000/1265/32;0,083
HO 3000/1265/33;0,083
HO 3000/1265/34;0
HO 3000/1265/35;0,25
HO 3000/1265/36;0,083
HO 3000/1265/37;0
HO 3000/1265/38;0,083
HO 3000/1265/4;0,083
HO 3000/1265/5;0
HO 3000/1265/6;0,083
HO 3000/1265/7;0
HO 3000/1265/8;0,083
HO 3000/1265/9;0
HO 3000/1266/1;0,25
HO 3000/1266/2;0,083
HO 3000/1266/3;0,083
HO 3000/1266/4;0
HO 3000/1268/1;0,25
HO 3000/1268/10;0
HO 3000/1268/11;0
HO 3000/1268/12;0,083
HO 3000/1268/13;0,083
HO 3000/1268/14;0,083
HO 3000/1268/15;0
HO 3000/1268/16;0
HO 3000/1268/17;0,083
HO 3000/1268/18;0
HO 3000/1268/19;0
HO 3000/1268/2;0,083
HO 3000/1268/20;0
HO 3000/1268/21;0
HO 3000/1268/22;0,083
HO 3000/1268/23;0
HO 3000/1268/24;0
HO 3000/1268/25;0,083
HO 3000/1268/26;0
HO 3000/1268/27;0,167
HO 3000/1268/28;0
HO 3000/1268/29;0,083
HO 3000/1268/3;0,083
HO 3000/1268/30;0
HO 3000/1268/31;0,167
HO 3000/1268/32;0,083
HO 3000/1268/33;0
HO 3000/1268/34;0,167
HO 3000/1268/35;0
HO 3000/1268/36;0,25
HO 3000/1268/37;0
HO 3000/1268/38;0,083
HO 3000/1268/39;0
HO 3000/1268/4;0
HO 3000/1268/40;0,167
HO 3000/1268/41;0,083
HO 3000/1268/42;0
HO 3000/1268/43;0
HO 3000/1268/44;0
HO 3000/1268/45;0,083
HO 3000/1268/46;0,083
HO 3000/1268/47;0,083
HO 3000/1268/48;0,083
HO 3000/1268/49;0,083
HO 3000/1268/5;0,083
HO 3000/1268/50;0,083
HO 3000/1268/51;0
HO 3000/1268/52;0,083
HO 3000/1268/53;0,083
HO 3000/1268/54;0,083
HO 3000/1268/55;0
HO 3000/1268/56;0
HO 3000/1268/57;0,083
HO 3000/1268/58;0
HO 3000/1268/59;0,083
HO 3000/1268/6;0
HO 3000/1268/60;0,083
HO 3000/1268/61;0
HO 3000/1268/62;0,167
HO 3000/1268/63;0
HO 3000/1268/64;0,083
HO 3000/1268/65;0
HO 3000/1268/66;0,167
HO 3000/1268/67;0,083
HO 3000/1268/68;0
HO 3000/1268/69;0,167
HO 3000/1268/7;0
HO 3000/1268/70;0,083
HO 3000/1268/8;0
HO 3000/1268/9;0
HO 3000/1269/1;0,083
HO 3000/1269/10;0,083
HO 3000/1269/11;0,167
HO 3000/1269/12;0,083
HO 3000/1269/13;0
HO 3000/1269/14;0
HO 3000/1269/2;0,083
HO 3000/1269/3;0
HO 3000/1269/4;0
HO 3000/1269/5;0,167
HO 3000/1269/6;0,167
HO 3000/1269/7;0
HO 3000/1269/8;0
HO 3000/1269/9;0,083
HO 3000/1270/1;0
HO 3000/1270/10;0
HO 3000/1270/11;0,167
HO 3000/1270/12;0,083
HO 3000/1270/13;0,083
HO 3000/1270/14;0
HO 3000/1270/15;0,083
HO 3000/1270/16;0,083
HO 3000/1270/17;0
HO 3000/1270/18;0,083
HO 3000/1270/19;0,083
HO 3000/1270/2;0,25
HO 3000/1270/20;0,167
HO 3000/1270/21;0
HO 3000/1270/22;0
HO 3000/1270/23;0
HO 3000/1270/24;0,167
HO 3000/1270/3;0,083
HO 3000/1270/4;0,083
HO 3000/1270/5;0
HO 3000/1270/6;0,083
HO 3000/1270/7;0,083
HO 3000/1270/8;0,083
HO 3000/1270/9;0
HO 3000/1271/1;0
HO 3000/1271/10;0
HO 3000/1271/100;0
HO 3000/1271/101;0,083
HO 3000/1271/102;0,083
HO 3000/1271/103;0,25
HO 3000/1271/104;0,083
HO 3000/1271/105;0
HO 3000/1271/106;0
HO 3000/1271/107;0
HO 3000/1271/108;0
HO 3000/1271/11;0,083
HO 3000/1271/2;0,25
HO 3000/1271/3;0,25
HO 3000/1271/4;0,167
HO 3000/1271/49;0,167
HO 3000/1271/5;0,083
HO 3000/1271/50;0,083
HO 3000/1271/51;0,083
HO 3000/1271/52;0,167
HO 3000/1271/53;0
HO 3000/1271/54;0,083
HO 3000/1271/55;0
HO 3000/1271/56;0
HO 3000/1271/57;0,083
HO 3000/1271/58;0
HO 3000/1271/59;0,083
HO 3000/1271/6;0
HO 3000/1271/60;0,083
HO 3000/1271/61;0
HO 3000/1271/62;0,083
HO 3000/1271/63;0
HO 3000/1271/64;0
HO 3000/1271/65;0
HO 3000/1271/66;0
HO 3000/1271/67;0
HO 3000/1271/68;0
HO 3000/1271/69;0
HO 3000/1271/7;0,333
HO 3000/1271/70;0
HO 3000/1271/71;0,083
HO 3000/1271/72;0
HO 3000/1271/73;0
HO 3000/1271/74;0,083
HO 3000/1271/75;0,083
HO 3000/1271/76;0
HO 3000/1271/77;0,25
HO 3000/1271/78;0,083
HO 3000/1271/79;0
HO 3000/1271/8;0,25
HO 3000/1271/80;0
HO 3000/1271/81;0,167
HO 3000/1271/82;0,083
HO 3000/1271/83;0,083
HO 3000/1271/84;0
HO 3000/1271/85;0,167
HO 3000/1271/86;0,25
HO 3000/1271/87;0,167
HO 3000/1271/88;0,167
HO 3000/1271/89;0,25
HO 3000/1271/9;0,083
HO 3000/1271/90;0,25
HO 3000/1271/92;0
HO 3000/1271/93;0,083
HO 3000/1271/94;0
HO 3000/1271/95;0
HO 3000/1271/96;0
HO 3000/1271/97;0,083
HO 3000/1271/99;0
HO 3000/1272/1;0,333
HO 3000/1272/10;0,167
HO 3000/1272/11;0,167
HO 3000/1272/13;0,083
HO 3000/1272/14;0,083
HO 3000/1272/15;0
HO 3000/1272/16;0,083
HO 3000/1272/17;0,167
HO 3000/1272/18;0,083
HO 3000/1272/19;0,167
HO 3000/1272/2;0,083
HO 3000/1272/21;0,083
HO 3000/1272/22;0,167
HO 3000/1272/23;0,083
HO 3000/1272/24;0,083
HO 3000/1272/25;0
HO 3000/1272/26;0
HO 3000/1272/27;0
HO 3000/1272/3;0,25
HO 3000/1272/5;0
HO 3000/1272/6;0,25
HO 3000/1272/7;0,25
HO 3000/1272/8;0,167
HO 3000/1272/9;0,25
HO 3000/1274/1;0
HO 3000/1274/10;0,083
HO 3000/1274/11;0,083
HO 3000/1274/12;0,083
HO 3000/1274/13;0,083
HO 3000/1274/14;0,083
HO 3000/1274/15;0,083
HO 3000/1274/16;0
HO 3000/1274/17;0,083
HO 3000/1274/18;0,083
HO 3000/1274/19;0,083
HO 3000/1274/2;0,083
HO 3000/1274/20;0,083
HO 3000/1274/21;0,083
HO 3000/1274/22;0,083
HO 3000/1274/23;0
HO 3000/1274/3;0,083
HO 3000/1274/4;0,083
HO 3000/1274/5;0,083
HO 3000/1274/6;0,083
HO 3000/1274/7;0,083
HO 3000/1274/8;0,083
HO 3000/1274/9;0,083
HO 3000/1275/10;0
HO 3000/1275/11;0
HO 3000/1275/12;0,167
HO 3000/1275/13;0,083
HO 3000/1275/14;0
HO 3000/1275/15;0
HO 3000/1275/5;0
HO 3000/1275/6;0,167
HO 3000/1275/7;0,167
HO 3000/1275/8;0,167
HO 3000/1275/9;0,25
HO 3000/1276/14;0,083
HO 3000/1276/15;0
HO 3000/1276/16;0,083
HO 3000/1276/17;0
HO 3000/1276/18;0,25
HO 3000/1276/19;0,167
HO 3000/1276/2;0,083
HO 3000/1276/20;0
HO 3000/1276/21;0
HO 3000/1276/22;0,25
HO 3000/1276/23;0,25
HO 3000/1276/24;0,083
HO 3000/1276/25;0,25
HO 3000/1276/3;0,083
HO 3000/1276/4;0,083
HO 3000/1276/5;0,083
HO 3000/1276/6;0,083
HO 3000/1276/7;0,083
HO 3000/1277/1;0
HO 3000/1277/10;0,083
HO 3000/1277/11;0,083
HO 3000/1277/12;0,083
HO 3000/1277/13;0,083
HO 3000/1277/14;0,083
HO 3000/1277/15;0,083
HO 3000/1277/16;0,083
HO 3000/1277/17;0,083
HO 3000/1277/18;0,083
HO 3000/1277/19;0,083
HO 3000/1277/2;0,083
HO 3000/1277/20;0,083
HO 3000/1277/21;0,083
HO 3000/1277/22;0,083
HO 3000/1277/23;0,083
HO 3000/1277/24;0,083
HO 3000/1277/25;0,083
HO 3000/1277/26;0
HO 3000/1277/3;0,083
HO 3000/1277/4;0,083
HO 3000/1277/5;0,083
HO 3000/1277/6;0,083
HO 3000/1277/7;0,083
HO 3000/1277/8;0,083
HO 3000/1277/9;0,083
HO 3000/1278/1;0
HO 3000/1278/10;0,083
HO 3000/1278/100;0,167
HO 3000/1278/101;0
HO 3000/1278/102;0,083
HO 3000/1278/103;0
HO 3000/1278/104;0,083
HO 3000/1278/105;0,167
HO 3000/1278/106;0,083
HO 3000/1278/107;0
HO 3000/1278/108;0,167
HO 3000/1278/109;0,083
HO 3000/1278/11;0,083
HO 3000/1278/110;0
HO 3000/1278/111;0,167
HO 3000/1278/112;0
HO 3000/1278/113;0,083
HO 3000/1278/114;0
HO 3000/1278/115;0
HO 3000/1278/116;0,083
HO 3000/1278/117;0
HO 3000/1278/118;0
HO 3000/1278/119;0,25
HO 3000/1278/12;0,083
HO 3000/1278/120;0
HO 3000/1278/121;0,083
HO 3000/1278/122;0
HO 3000/1278/123;0,083
HO 3000/1278/124;0
HO 3000/1278/125;0
HO 3000/1278/126;0,083
HO 3000/1278/127;0
HO 3000/1278/128;0,083
HO 3000/1278/129;0
HO 3000/1278/13;0,083
HO 3000/1278/130;0
HO 3000/1278/131;0
HO 3000/1278/132;0,083
HO 3000/1278/133;0,167
HO 3000/1278/134;0,083
HO 3000/1278/135;0
HO 3000/1278/136;0,167
HO 3000/1278/137;0
HO 3000/1278/138;0,083
HO 3000/1278/139;0,083
HO 3000/1278/14;0,083
HO 3000/1278/140;0,083
HO 3000/1278/141;0,083
HO 3000/1278/142;0,083
HO 3000/1278/143;0
HO 3000/1278/144;0,083
HO 3000/1278/15;0
HO 3000/1278/16;0
HO 3000/1278/17;0
HO 3000/1278/18;0,083
HO 3000/1278/19;0,083
HO 3000/1278/193;0,083
HO 3000/1278/194;0
HO 3000/1278/195;0
HO 3000/1278/196;0,167
HO 3000/1278/197;0
HO 3000/1278/198;0,083
HO 3000/1278/199;0
HO 3000/1278/2;0,083
HO 3000/1278/20;0,083
HO 3000/1278/200;0
HO 3000/1278/201;0
HO 3000/1278/202;0,083
HO 3000/1278/203;0,083
HO 3000/1278/204;0
HO 3000/1278/205;0
HO 3000/1278/206;0
HO 3000/1278/207;0,083
HO 3000/1278/208;0
HO 3000/1278/209;0,167
HO 3000/1278/21;0,083
HO 3000/1278/210;0,083
HO 3000/1278/211;0,083
HO 3000/1278/212;0,083
HO 3000/1278/213;0,083
HO 3000/1278/214;0
HO 3000/1278/215;0,083
HO 3000/1278/216;0
HO 3000/1278/217;0,083
HO 3000/1278/218;0,167
HO 3000/1278/219;0,167
HO 3000/1278/22;0,083
HO 3000/1278/220;0
HO 3000/1278/23;0,083
HO 3000/1278/24;0,083
HO 3000/1278/25;0,167
HO 3000/1278/26;0,083
HO 3000/1278/27;0
HO 3000/1278/28;0
HO 3000/1278/29;0,083
HO 3000/1278/3;0
HO 3000/1278/30;0,083
HO 3000/1278/31;0,083
HO 3000/1278/32;0
HO 3000/1278/33;0
HO 3000/1278/34;0,083
HO 3000/1278/35;0
HO 3000/1278/36;0
HO 3000/1278/37;0
HO 3000/1278/38;0,083
HO 3000/1278/39;0,083
HO 3000/1278/4;0,25
HO 3000/1278/40;0
HO 3000/1278/41;0
HO 3000/1278/42;0,083
HO 3000/1278/43;0,167
HO 3000/1278/44;0,083
HO 3000/1278/45;0,167
HO 3000/1278/46;0,083
HO 3000/1278/47;0,083
HO 3000/1278/48;0
HO 3000/1278/49;0,083
HO 3000/1278/5;0
HO 3000/1278/50;0,083
HO 3000/1278/51;0,083
HO 3000/1278/52;0,25
HO 3000/1278/53;0,083
HO 3000/1278/54;0,083
HO 3000/1278/55;0
HO 3000/1278/56;0
HO 3000/1278/57;0
HO 3000/1278/58;0
HO 3000/1278/59;0
HO 3000/1278/6;0,083
HO 3000/1278/60;0
HO 3000/1278/61;0
HO 3000/1278/62;0
HO 3000/1278/63;0
HO 3000/1278/64;0
HO 3000/1278/65;0
HO 3000/1278/66;0
HO 3000/1278/67;0
HO 3000/1278/68;0
HO 3000/1278/69;0
HO 3000/1278/7;0,083
HO 3000/1278/70;0
HO 3000/1278/71;0,083
HO 3000/1278/72;0,083
HO 3000/1278/73;0
HO 3000/1278/74;0,083
HO 3000/1278/75;0,083
HO 3000/1278/76;0,083
HO 3000/1278/77;0,083
HO 3000/1278/78;0
HO 3000/1278/79;0
HO 3000/1278/8;0,083
HO 3000/1278/80;0
HO 3000/1278/81;0,083
HO 3000/1278/82;0,083
HO 3000/1278/83;0
HO 3000/1278/84;0
HO 3000/1278/85;0
HO 3000/1278/86;0
HO 3000/1278/87;0,167
HO 3000/1278/88;0,083
HO 3000/1278/89;0,083
HO 3000/1278/9;0,083
HO 3000/1278/90;0,083
HO 3000/1278/91;0
HO 3000/1278/92;0,083
HO 3000/1278/93;0
HO 3000/1278/94;0
HO 3000/1278/95;0,083
HO 3000/1278/96;0
HO 3000/1278/97;0,167
HO 3000/1278/98;0
HO 3000/1278/99;0,083
HO 3000/1281/1;0,417
HO 3000/1281/2;0,167
HO 3000/1281/3;0,083
HO 3000/1281/4;0,167
HO 3000/1281/5;0,083
HO 3000/1281/6;0,25
HO 3000/1281/7;0,25
HO 3000/1281/8;0,083
HO 3000/1282/1;0
HO 3000/1282/10;0,083
HO 3000/1282/11;0
HO 3000/1282/12;0
HO 3000/1282/2;0,25
HO 3000/1282/3;0
HO 3000/1282/4;0,167
HO 3000/1282/5;0,083
HO 3000/1282/6;0,083
HO 3000/1282/7;0,333
HO 3000/1282/8;0,083
HO 3000/1282/9;0
HO 3000/1283/1;0
HO 3000/1283/2;0,167
HO 3000/1283/3;0
HO 3000/1283/4;0,083
HO 3000/1283/5;0,083
HO 3000/1283/6;0
HO 3000/1283/7;0
HO 3000/1283/8;0
HO 3000/1285/1;0
HO 3000/1285/10;0,083
HO 3000/1285/11;0,25
HO 3000/1285/12;0
HO 3000/1285/13;0
HO 3000/1285/14;0
HO 3000/1285/15;0
HO 3000/1285/16;0,083
HO 3000/1285/17;0,083
HO 3000/1285/18;0
HO 3000/1285/19;0,083
HO 3000/1285/2;0
HO 3000/1285/20;0,333
HO 3000/1285/21;0
HO 3000/1285/22;0
HO 3000/1285/3;0,083
HO 3000/1285/4;0,167
HO 3000/1285/5;0
HO 3000/1285/6;0,083
HO 3000/1285/7;0,083
HO 3000/1285/8;0,083
HO 3000/1285/9;0
HO 3000/2013/1;0,083
HO 3000/2013/10;0
HO 3000/2013/11;0
HO 3000/2013/12;0
HO 3000/2013/13;0,083
HO 3000/2013/14;0,083
HO 3000/2013/15;0,083
HO 3000/2013/16;0,083
HO 3000/2013/17;0,083
HO 3000/2013/18;0,083
HO 3000/2013/19;0
HO 3000/2013/2;0,083
HO 3000/2013/20;0,083
HO 3000/2013/21;0,167
HO 3000/2013/22;0,083
HO 3000/2013/23;0
HO 3000/2013/24;0
HO 3000/2013/25;0,25
HO 3000/2013/26;0,083
HO 3000/2013/27;0,167
HO 3000/2013/28;0,083
HO 3000/2013/29;0
HO 3000/2013/3;0,083
HO 3000/2013/30;0
HO 3000/2013/31;0,083
HO 3000/2013/32;0
HO 3000/2013/33;0,083
HO 3000/2013/34;0,083
HO 3000/2013/35;0
HO 3000/2013/36;0,167
HO 3000/2013/37;0
HO 3000/2013/38;0,167
HO 3000/2013/39;0
HO 3000/2013/4;0,083
HO 3000/2013/40;0
HO 3000/2013/41;0
HO 3000/2013/42;0
HO 3000/2013/43;0
HO 3000/2013/44;0
HO 3000/2013/45;0,083
HO 3000/2013/46;0
HO 3000/2013/47;0,083
HO 3000/2013/48;0
HO 3000/2013/49;0,083
HO 3000/2013/5;0,25
HO 3000/2013/50;0
HO 3000/2013/51;0,083
HO 3000/2013/52;0,167
HO 3000/2013/53;0
HO 3000/2013/54;0,167
HO 3000/2013/55;0,167
HO 3000/2013/56;0,083
HO 3000/2013/57;0,083
HO 3000/2013/58;0,083
HO 3000/2013/59;0
HO 3000/2013/6;0
HO 3000/2013/60;0
HO 3000/2013/61;0
HO 3000/2013/62;0,083
HO 3000/2013/63;0
HO 3000/2013/7;0,083
HO 3000/2013/8;0,083
HO 3000/2013/9;0,083
HO 3000/942/10;0,25
HO 3000/942/11;0,583
HO 3000/942/12;0,333
HO 3000/942/13;0,083
HO 3000/942/14;0
HO 3000/942/15;0,25
HO 3000/942/7;0,083
HO 3000/942/8;0
HO 3000/942/9;0,25
HO 3000/1186/1;0,091
HO 3000/1186/3;0,091
HO 3000/1254/18;0,091
HO 3000/1254/20;0
HO 3000/1254/22;0
HO 3000/1254/23;0
HO 3000/1254/24;0
HO 3000/1254/26;0,091
HO 3000/1254/27;0,182
HO 3000/1254/35;0
HO 3000/1275/4;0
HO 3000/1276/10;0
HO 3000/1276/11;0
HO 3000/1276/12;0
HO 3000/1276/13;0
HO 3000/1276/8;0,091
HO 3000/1276/9;0
HO 3000/1279/1;0,182
HO 3000/1279/10;0
HO 3000/1279/11;0,091
HO 3000/1279/12;0,091
HO 3000/1279/13;0,273
HO 3000/1279/14;0,182
HO 3000/1279/2;0,091
HO 3000/1279/3;0,091
HO 3000/1279/4;0
HO 3000/1279/5;0,091
HO 3000/1279/6;0,091
HO 3000/1279/7;0,182
HO 3000/1279/8;0,182
HO 3000/1279/9;0,182
HO 3000/1280/47;0
HO 3000/1280/51;0
HO 3000/1288/1;0,182
HO 3000/1288/10;0,091
HO 3000/1288/12;0,091
HO 3000/1288/13;0,091
HO 3000/1288/14;0,091
HO 3000/1288/16;0,091
HO 3000/1288/19;0,182
